SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,4283 Ardmore Rd,South Euclid,OH,44121,145900,5,2.0,Prasse Homestead,2652,8276,1928,1,55,,Active,,,http://www.redfin.com/OH/South-Euclid/4283-Ardmore-Rd-44121/home/66166541,Yes MLS,4117191,N,Y,41.5249771,-81.5258494
MLS Listing,,Single Family Residential,1419 Ardoon St,Cleveland Heights,OH,44121,74900,3,1.0,Citizens Real Estate Co,1167,3484,1920,1,64,,Active,,,http://www.redfin.com/OH/Cleveland-Heights/1419-Ardoon-St-44121/home/66345983,Yes MLS,4118508,N,Y,41.5212228,-81.5412908
MLS Listing,,Single Family Residential,4303 Elmwood Rd,South Euclid,OH,44121,165000,4,1.5,Homestead Allotment,1840,7840,1949,2,90,,Active,,,http://www.redfin.com/OH/South-Euclid/4303-Elmwood-Rd-44121/home/66126757,Yes MLS,4118545,N,Y,41.527217,-81.5252064
MLS Listing,,Single Family Residential,4237 Bluestone Rd,South Euclid,OH,44121,148900,3,2.0,South Euclid,1700,11325,1951,2,88,,Active,,,http://www.redfin.com/OH/South-Euclid/4237-Bluestone-Rd-44121/home/71008060,Yes MLS,4118533,N,Y,41.5354496,-81.5277372
MLS Listing,,Single Family Residential,1672 Wood Rd,Cleveland Heights,OH,44121,99900,3,1.5,Crestwood Sub,1918,6098,1927,2,52,,Active,,,http://www.redfin.com/OH/Cleveland-Heights/1672-Wood-Rd-44121/home/70988883,Yes MLS,4118444,N,Y,41.5142895,-81.5434481
MLS Listing,,Single Family Residential,3796 Woodridge Rd,Cleveland Heights,OH,44121,74900,4,1.0,Summit Park,,4791,1953,2,,,Active,,,http://www.redfin.com/OH/Cleveland-Heights/3796-Woodridge-Rd-44121/home/66128900,Yes MLS,4118326,N,Y,41.5282301,-81.5435093
MLS Listing,,Single Family Residential,4520 College Rd,South Euclid,OH,44121,144900,3,1.5,Cedar Green,1859,7840,1951,3,78,,Active,,,http://www.redfin.com/OH/South-Euclid/4520-College-Rd-44121/home/66315330,Yes MLS,4118209,N,Y,41.5053615,-81.5170182
MLS Listing,,Single Family Residential,4394 Norma Dr,Cleveland,OH,44121,110500,3,1.0,Euclid 06,1296,5662,1950,3,85,,Pre On-Market,,,http://www.redfin.com/OH/South-Euclid/4394-Norma-Dr-44121/home/66325557,Yes MLS,4117677,N,Y,41.5254221,-81.5219055
MLS Listing,,Single Family Residential,1292 S Belvoir Blvd,South Euclid,OH,44121,89000,3,1.0,Knight,1506,11325,1926,6,59,,Active,,,http://www.redfin.com/OH/South-Euclid/1292-S-Belvoir-Blvd-44121/home/66467917,Yes MLS,4117237,N,Y,41.5246348,-81.5280356
MLS Listing,,Single Family Residential,1556 Wood Rd,Cleveland Heights,OH,44121,130000,4,1.0,Crestwood Allotment,1490,5662,1925,7,87,,Active,,,http://www.redfin.com/OH/Cleveland-Heights/1556-Wood-Rd-44121/home/70989932,Yes MLS,4117131,N,Y,41.5174023,-81.5435086
MLS Listing,,Single Family Residential,3527 Monticello Blvd,Cleveland Heights,OH,44121,62500,2,1.0,Cleveland Heights,1520,7405,1951,7,41,,Active,,,http://www.redfin.com/OH/Cleveland-Heights/3527-Monticello-Blvd-44121/home/70981772,Yes MLS,4117073,N,Y,41.5302359,-81.5534937
MLS Listing,,Single Family Residential,1598 Laclede Rd,South Euclid,OH,44121,150000,3,1.5,Van Deboe Hager Cos Belvoir,1836,6969,1951,7,82,,Active,July-28-2019 02:00 PM,July-28-2019 04:00 PM,http://www.redfin.com/OH/South-Euclid/1598-Laclede-Rd-44121/home/71019361,Yes MLS,4116743,N,Y,41.5163663,-81.527907
MLS Listing,,Single Family Residential,4633 Telhurst Rd,South Euclid,OH,44121,174900,3,1.5,South Euclid,2208,8276,1964,7,79,,Active,,,http://www.redfin.com/OH/South-Euclid/4633-Telhurst-Rd-44121/home/66244003,Yes MLS,4117040,N,Y,41.5249565,-81.5124736
MLS Listing,,Single Family Residential,882 Roanoke Rd,Cleveland Heights,OH,44121,115000,3,2.0,Cleveland Heights,,7840,1930,7,,,Active,,,http://www.redfin.com/OH/Cleveland-Heights/882-Roanoke-Rd-44121/home/66287520,Yes MLS,4116836,N,Y,41.5360327,-81.5432413
MLS Listing,,Single Family Residential,841 Montford Rd,Cleveland,OH,44121,115888,4,2.0,Crown Point,1316,6969,1927,10,88,,Active,July-27-2019 12:00 PM,July-27-2019 02:00 PM,http://www.redfin.com/OH/Cleveland-Heights/841-Montford-Rd-44121/home/66176431,Yes MLS,4115877,N,Y,41.5372328,-81.5397027
