SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,1459 Hamlet St,Columbus,OH,43201,299000,3,1.5,,1938,3920,1910,1,154,,Active,,,http://www.redfin.com/OH/Columbus/1459-Hamlet-St-43201/home/79528926,CBRMLS,219027463,N,Y,39.9928056,-83.0006123
MLS Listing,,Condo/Co-op,873 Summit St,Columbus,OH,43215,672500,2,3.0,,2448,871,2015,1,275,284,Active,July-28-2019 01:00 PM,July-28-2019 03:00 PM,http://www.redfin.com/OH/Columbus/873-Summit-St-43215/home/79479301,CBRMLS,219027652,N,Y,39.9805535,-83.0009579
MLS Listing,,Single Family Residential,610 Reynolds Ave,Columbus,OH,43201,199900,3,1.0,,1056,3049,1991,1,189,,Active,,,http://www.redfin.com/OH/Columbus/610-Reynolds-Ave-43201/home/75623459,CBRMLS,219027580,N,Y,39.9810913,-82.9877236
MLS Listing,,Condo/Co-op,1034 Perry St,Columbus,OH,43201,485000,3,3.5,,1880,,2006,7,258,140,Active,,,http://www.redfin.com/OH/Columbus/1034-Perry-St-43201/unit-14-1034/home/100715304,CBRMLS,219026713,N,Y,39.9817767,-83.0190032
MLS Listing,,Condo/Co-op,30 W Starr Ave,Columbus,OH,43201,439900,4,3.5,,2225,,2003,9,198,76,Active,,,http://www.redfin.com/OH/Columbus/30-W-Starr-Ave-43201/home/163741745,CBRMLS,219026181,N,Y,39.9833713,-83.0057354
MLS Listing,,Single Family Residential,1281-3 Dennison Ave,Columbus,OH,43201,469000,5,3.0,,2490,3920,1880,10,188,,Active,July-28-2019 01:00 PM,July-28-2019 03:00 PM,http://www.redfin.com/OH/Columbus/1281-Dennison-Ave-43201/unit-3/home/79666737,CBRMLS,219026124,N,Y,39.988217,-83.0085458
MLS Listing,,Single Family Residential,69 W 5th Ave,Columbus,OH,43201,220000,2,2.0,,2088,3920,1900,11,105,,Active,,,http://www.redfin.com/OH/Columbus/69-W-5th-Ave-43201/home/145727296,CBRMLS,219025961,N,Y,39.9869963,-83.0074964
MLS Listing,,Single Family Residential,1171 Say Ave,Columbus,OH,43201,379500,2,2.5,,1408,3049,1900,14,270,,Active,,,http://www.redfin.com/OH/Columbus/1171-Say-Ave-43201/home/79599261,CBRMLS,219025651,N,Y,39.986471,-83.0034248
MLS Listing,,Single Family Residential,113 Aston Row Ln,Columbus,OH,43201,597500,3,2.5,,1790,871,2014,14,334,118,Active,,,http://www.redfin.com/OH/Columbus/113-Aston-Row-Ln-43201/home/79737350,CBRMLS,219025632,N,Y,39.9834078,-83.0080134
MLS Listing,,Condo/Co-op,1110 Summit St,Columbus,OH,43201,369900,4,2.0,,1701,5227,1900,15,217,,Active,,,http://www.redfin.com/OH/Columbus/1110-Summit-St-43201/home/75701890,CBRMLS,219025261,N,Y,39.985401,-83.001406
MLS Listing,,Condo/Co-op,1205 Cromartie Ln,Columbus,OH,43201,374000,2,2.5,,1600,,2019,20,234,156,Active,,,http://www.redfin.com/OH/Columbus/1205-Cromartie-Ln-43201/home/167180036,CBRMLS,219024594,N,Y,39.9900439,-82.9950313
MLS Listing,,Single Family Residential,136 W 8th Ave,Columbus,OH,43201,384000,5,2.0,Franklin,1720,4356,1890,23,223,,Active,,,http://www.redfin.com/OH/Columbus/136-W-8th-Ave-43201/home/75591595,CBRMLS,219024245,N,Y,39.9921942,-83.0103086
MLS Listing,,Single Family Residential,935 Neil Ave,Columbus,OH,43201,549900,3,3.0,,2992,3049,1920,23,184,,Active,,,http://www.redfin.com/OH/Columbus/935-Neil-Ave-43201/home/79727210,CBRMLS,219024220,N,Y,39.9805701,-83.0121134
MLS Listing,,Single Family Residential,1043 Highland St,Columbus,OH,43201,399900,3,1.5,,1824,3049,1899,25,219,,Active,July-27-2019 02:00 PM,July-27-2019 04:00 PM,http://www.redfin.com/OH/Columbus/1043-Highland-St-43201/home/79543531,CBRMLS,219023949,N,Y,39.9829336,-83.0114314
MLS Listing,,Condo/Co-op,205 E 5th Ave,Columbus,OH,43201,329500,1,1.0,Franklin,868,,2019,25,380,248,Active,,,http://www.redfin.com/OH/Columbus/205-E-5th-Ave-43201/home/167166193,CBRMLS,219023920,N,Y,39.9865825,-82.9997108
MLS Listing,,Condo/Co-op,1153 N 4th St,Columbus,OH,43201,549500,2,2.5,Franklin,1710,,2019,25,321,248,Active,,,http://www.redfin.com/OH/Columbus/1153-N-4th-St-43201/home/167166110,CBRMLS,219023906,N,Y,39.9866529,-82.9997675
MLS Listing,,Single Family Residential,77 W 2nd Ave,Columbus,OH,43201,450000,4,1.5,,2921,5662,1900,29,154,,Active,,,http://www.redfin.com/OH/Columbus/77-W-2nd-Ave-43201/home/75656559,CBRMLS,219023229,N,Y,39.9816427,-83.0067409
MLS Listing,,Condo/Co-op,1145 N High St #705,Columbus,OH,43201,1100000,2,2.5,,2586,20037,2010,32,425,910,Active,,,http://www.redfin.com/OH/Columbus/1145-N-High-St-43201/unit-705/home/79492454,CBRMLS,219022762,N,Y,39.9860072,-83.0054652
MLS Listing,,Single Family Residential,251 E 3rd Ave,Columbus,OH,43201,635800,3,3.5,Franklin,2154,1306,2019,35,295,,Active,,,http://www.redfin.com/OH/Columbus/251-E-3rd-Ave-43201/home/100731962,CBRMLS,219022594,N,Y,39.9834249,-82.9978724
MLS Listing,,Condo/Co-op,22 W 4th Ave,Columbus,OH,43201,314900,2,2.0,,1152,435,1920,36,273,175,Active,,,http://www.redfin.com/OH/Columbus/22-W-4th-Ave-43201/home/75618719,CBRMLS,219022372,N,Y,39.98542,-83.005845
MLS Listing,,Single Family Residential,1167 Neil Ave,Columbus,OH,43201,549900,5,2.0,,3400,3049,1900,36,162,,Active,,,http://www.redfin.com/OH/Columbus/1167-Neil-Ave-43201/home/79692606,CBRMLS,219022350,N,Y,39.985253,-83.0129948
MLS Listing,,Vacant Land,1052 Cleveland Ave,Columbus,OH,43201,765000,,,,,3920,,36,,,Active,,,http://www.redfin.com/OH/Columbus/1052-Cleveland-Ave-43201/home/163586895,CBRMLS,219022304,N,Y,39.985591,-82.988883
MLS Listing,,Single Family Residential,1060 Cleveland Ave,Columbus,OH,43201,765000,3,1.0,,1144,3920,1915,37,669,,Active,,,http://www.redfin.com/OH/Columbus/1060-Cleveland-Ave-43201/home/75670591,CBRMLS,219022061,N,Y,39.9857664,-82.9889727
MLS Listing,,Single Family Residential,989 Pennsylvania Ave,Columbus,OH,43201,350000,4,1.0,,1830,,1900,39,191,,Active,,,http://www.redfin.com/OH/Columbus/989-Pennsylvania-Ave-43201/home/146054910,CBRMLS,219021609,N,Y,39.9812396,-83.0159327
MLS Listing,,Single Family Residential,365 W 4th Ave,Columbus,OH,43201,445000,3,2.5,,1931,3049,1981,43,230,,Active,,,http://www.redfin.com/OH/Columbus/365-W-4th-Ave-43201/home/79563478,CBRMLS,219021145,N,Y,39.9855069,-83.0152192
MLS Listing,,Single Family Residential,1284 Neil Ave,Columbus,OH,43201,449900,3,4.0,,2204,3484,1880,44,204,,Active,,,http://www.redfin.com/OH/Columbus/1284-Neil-Ave-43201/home/79637431,CBRMLS,219020901,N,Y,39.987689,-83.012811
MLS Listing,,Single Family Residential,1237 Neil Ave,Columbus,OH,43201,749900,5,5.0,,4260,5662,1893,46,176,,Active,,,http://www.redfin.com/OH/Columbus/1237-Neil-Ave-43201/home/79646432,CBRMLS,219020611,N,Y,39.9866675,-83.0132886
MLS Listing,,Condo/Co-op,1214 N Grant Ave,Columbus,OH,43201,382587,3,2.5,,1990,,2019,49,192,156,Active,,,http://www.redfin.com/OH/Columbus/1214-N-Grant-Ave-43201/home/167054937,CBRMLS,219020247,N,Y,39.9882337,-82.996128
MLS Listing,,Condo/Co-op,1219 Cromartie Ln,Columbus,OH,43201,336913,2,2.5,,1600,,2019,52,211,156,Active,,,http://www.redfin.com/OH/Columbus/1219-Cromartie-Ln-43201/home/167024621,CBRMLS,219019432,N,Y,39.990092,-82.995265
MLS Listing,,Single Family Residential,1471 Hamlet St,Columbus,OH,43201,282900,3,1.0,,1782,5227,1900,56,159,,Active,,,http://www.redfin.com/OH/Columbus/1471-Hamlet-St-43201/home/79559254,CBRMLS,219019115,N,Y,39.9930849,-83.0006123
MLS Listing,,Single Family Residential,44 Clark Pl,Columbus,OH,43201,324900,2,2.0,,1608,4356,1890,58,202,,Active,,,http://www.redfin.com/OH/Columbus/44-Clark-Pl-43201/home/166866533,CBRMLS,219018604,N,Y,39.9893678,-83.0071988
MLS Listing,,Single Family Residential,1052 Summit St,Columbus,OH,43201,340000,2,2.0,,1352,4356,1900,58,251,,Active,,,http://www.redfin.com/OH/Columbus/1052-Summit-St-43201/home/79501657,CBRMLS,219018515,N,Y,39.9842371,-83.0012944
MLS Listing,,Single Family Residential,1405 N Grant Ave,Columbus,OH,43201,424900,3,3.5,,2232,3049,2019,59,190,86,Active,July-27-2019 02:00 PM,July-27-2019 04:00 PM,http://www.redfin.com/OH/Columbus/1405-N-Grant-Ave-43201/home/166863230,CBRMLS,219018463,N,Y,39.992232,-82.9961732
MLS Listing,,Unknown,75 Euclid Ave,Columbus,OH,43201,257000,,,,2206,5662,1925,61,117,,Active,,,http://www.redfin.com/OH/Columbus/75-Euclid-Ave-43201/home/100728428,CBRMLS,219018264,N,Y,39.9910634,-83.0041384
MLS Listing,,Single Family Residential,76 W 2nd Ave,Columbus,OH,43201,1100000,5,4.5,,3817,6098,1900,63,288,,Active,,,http://www.redfin.com/OH/Columbus/76-W-2nd-Ave-43201/home/79505517,CBRMLS,219018124,N,Y,39.9820845,-83.0066645
MLS Listing,,Condo/Co-op,436 W 5th Ave,Columbus,OH,43201,584900,4,3.5,,2808,1742,1900,69,208,279,Active,,,http://www.redfin.com/OH/Columbus/436-W-5th-Ave-43201/home/79581024,CBRMLS,219017175,N,Y,39.9876657,-83.0171287
