SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,8159 Mellowtone Ct,West Chester,OH,45069,199000,3,2.5,West West Chester,1606,,1988,1,124,20,Active,,,http://www.redfin.com/OH/West-Chester-Township/8159-Mellowtone-Ct-45069/home/78760741,Cincy MLS,1630908,N,Y,39.3519609,-84.4455525
MLS Listing,,Single Family Residential,9575 Deer Track Rd,West Chester,OH,45069,215000,3,2.5,West West Chester,2055,,1997,1,105,16,Active,,,http://www.redfin.com/OH/West-Chester-Township/9575-Deer-Track-Rd-45069/home/100685358,Cincy MLS,1631579,N,Y,39.3199647,-84.4592086
MLS Listing,,Single Family Residential,7982 Misty Shore Dr,West Chester,OH,45069,260000,3,2.0,West West Chester,1488,8451,2006,1,175,32,Active,,,http://www.redfin.com/OH/West-Chester-Township/7982-Misty-Shore-Dr-45069/home/78892728,Cincy MLS,1631586,N,Y,39.354123,-84.475731
MLS Listing,,Single Family Residential,8239 S Port Dr,West Chester,OH,45069,285000,4,3.0,West West Chester,1865,8451,2005,1,153,33,Active,,,http://www.redfin.com/OH/West-Chester-Township/8239-S-Port-Dr-45069/home/100665968,Cincy MLS,1631603,N,Y,39.3558964,-84.475649
MLS Listing,,Townhouse,9612 Union Park,West Chester,OH,45069,270000,3,2.5,East West Chester,,,2013,1,,125,Active,,,http://www.redfin.com/OH/West-Chester-Township/9612-Union-Park-45069/home/100668676,Cincy MLS,1631497,N,Y,39.314079,-84.422252
MLS Listing,,Single Family Residential,8303 Park Place Cir,West Chester,OH,45069,475000,3,3.0,West West Chester,2629,,2014,1,181,290,Active,,,http://www.redfin.com/OH/West-Chester-Township/8303-Park-Pl-Cir-45069/home/110065276,Cincy MLS,1631531,N,Y,39.35845,-84.4564042
MLS Listing,,Single Family Residential,6099 Dunmore Dr,West Chester,OH,45069,258000,4,3.5,West West Chester,2166,15682,1999,1,119,,Active,July-28-2019 12:00 AM,July-28-2019 11:59 PM,http://www.redfin.com/OH/West-Chester-Township/6099-Dunmore-Dr-45069/home/100686615,Cincy MLS,1631546,N,Y,39.3693786,-84.4195849
MLS Listing,,Single Family Residential,7908 Tawna Dr,West Chester,OH,45069,209900,3,2.0,East West Chester,1685,18644,1985,1,125,,Active,,,http://www.redfin.com/OH/West-Chester-Township/7908-Tawna-Dr-45069/home/75561715,Cincy MLS,1631488,N,Y,39.3263512,-84.3640422
MLS Listing,,Single Family Residential,8094 Tanager Woods Ct,West Chester,OH,45069,339900,4,3.5,West West Chester,3531,15246,1990,1,96,20,Active,,,http://www.redfin.com/OH/West-Chester-Township/8094-Tanager-Woods-Ct-45069/home/75551557,Cincy MLS,1631147,N,Y,39.3512423,-84.4296375
MLS Listing,,Condo/Co-op,7736 Scioto Ct #314,West Chester,OH,45069,129900,3,2.0,West West Chester,1444,,1994,2,90,299,Active,,,http://www.redfin.com/OH/West-Chester-Township/7736-Scioto-Ct-45069/unit-314/home/100686415,Cincy MLS,1631475,N,Y,39.359062,-84.397774
MLS Listing,,Single Family Residential,7275 Foxchase Dr,West Chester,OH,45069,475000,4,4.0,West West Chester,3681,18513,2004,2,129,65,Active,,,http://www.redfin.com/OH/West-Chester-Township/7275-Foxchase-Dr-45069/home/63715281,Cincy MLS,1631289,N,Y,39.3662547,-84.4645594
MLS Listing,,Condo/Co-op,7506 Shawnee Ln #265,West Chester,OH,45069,129900,2,2.0,West West Chester,1444,,1997,4,90,282,Active,,,http://www.redfin.com/OH/West-Chester-Township/7506-Shawnee-Ln-45069/unit-265/home/75584155,Cincy MLS,1630704,N,Y,39.364662,-84.399287
MLS Listing,,Single Family Residential,8717 Ashbrook Dr,West Chester,OH,45069,224000,3,2.5,East West Chester,1928,,1974,6,116,,Active,,,http://www.redfin.com/OH/West-Chester-Township/8717-Ashbrook-Dr-45069/home/78779680,Cincy MLS,1630967,N,Y,39.3301763,-84.3691964
MLS Listing,,Single Family Residential,7086 Wetherington Dr,West Chester,OH,45069,599000,5,4.0,West West Chester,4140,16988,2000,6,145,125,Active,July-28-2019 12:00 AM,July-28-2019 11:59 PM,http://www.redfin.com/OH/West-Chester-Township/7086-Wetherington-Dr-45069/home/78764601,Cincy MLS,1630732,N,Y,39.3672695,-84.3715577
MLS Listing,,Condo/Co-op,8909 Eagleview Dr #5,West Chester,OH,45069,118000,2,2.0,West West Chester,1025,,1990,6,115,260,Active,,,http://www.redfin.com/OH/West-Chester-Township/8909-Eagleview-Dr-45069/unit-5/home/78768485,Cincy MLS,1630532,N,Y,39.329887,-84.420413
MLS Listing,,Single Family Residential,7622 Whitehall Cir W,West Chester,OH,45069,243900,4,2.5,West West Chester,2322,,1977,7,105,,Active,,,http://www.redfin.com/OH/West-Chester-Township/7622-Whitehall-Cir-45069/home/100684730,Cincy MLS,1630470,N,Y,39.3644848,-84.4381078
MLS Listing,,Single Family Residential,7416 Wetherington Dr,West Chester,OH,45069,795000,4,5.5,West West Chester,6111,28314,1994,7,130,137,Active,,,http://www.redfin.com/OH/West-Chester-Township/7416-Wetherington-Dr-45069/home/100686317,Cincy MLS,1630682,N,Y,39.3655186,-84.3800372
MLS Listing,,Single Family Residential,8812 Timberchase Ct,West Chester,OH,45069,275000,5,3.5,West West Chester,2668,14898,1990,7,103,20,Active,,,http://www.redfin.com/OH/West-Chester-Township/8812-Timberchase-Ct-45069/home/75552188,Cincy MLS,1630570,N,Y,39.3329418,-84.4229084
MLS Listing,,Single Family Residential,7285 Cincinnati Dayton Rd,West Chester,OH,45069,230000,3,1.5,West West Chester,1664,79998,1969,7,138,,Active,,,http://www.redfin.com/OH/West-Chester-Township/7285-Cincinnati-Dayton-Rd-45069/home/75561836,Cincy MLS,1630735,N,Y,39.3675676,-84.3877764
MLS Listing,,Single Family Residential,7985 Ivory Hills Dr,West Chester,OH,45069,324900,4,3.5,West West Chester,4104,,1991,8,79,,Active,,,http://www.redfin.com/OH/West-Chester-Township/7985-Ivory-Hills-Dr-45069/home/78858178,Cincy MLS,1630624,N,Y,39.3519335,-84.3834865
MLS Listing,,Single Family Residential,7309 Country Club Ln,West Chester,OH,45069,699900,4,5.0,West West Chester,6476,,1992,8,108,125,Active,,,http://www.redfin.com/OH/West-Chester-Township/7309-Country-Club-Ln-45069/home/78784431,Cincy MLS,1630602,N,Y,39.3614589,-84.3812689
MLS Listing,,Single Family Residential,7741 Cedar Creek Dr,West Chester,OH,45069,269000,4,2.5,West West Chester,2128,,1988,8,126,9,Active,,,http://www.redfin.com/OH/West-Chester-Township/7741-Cedar-Creek-Dr-45069/home/78768853,Cincy MLS,1630443,N,Y,39.3583906,-84.3875711
MLS Listing,,Single Family Residential,6433 Holly Hill Ln,West Chester,OH,45069,319900,4,3.0,West West Chester,2540,17032,2001,9,126,54,Active,July-28-2019 12:00 AM,July-28-2019 11:59 PM,http://www.redfin.com/OH/West-Chester-Township/6433-Holly-Hill-Ln-45069/home/100686382,Cincy MLS,1630490,N,Y,39.3330102,-84.4163228
