SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,1681 Pauline Ave,Columbus,OH,43224,169900,3,2.0,,1275,6098,1957,1,133,,Active,,,http://www.redfin.com/OH/Columbus/1681-Pauline-Ave-43224/home/75597609,CBRMLS,219027749,N,Y,40.03802,-82.9693728
MLS Listing,,Single Family Residential,3098 Conneaut Ct,Columbus,OH,43224,120000,3,1.5,,1128,7840,1970,1,106,,Active,,,http://www.redfin.com/OH/Columbus/3098-Conneaut-Ct-43224/home/100744956,CBRMLS,219027678,N,Y,40.054762,-82.9340007
MLS Listing,,Single Family Residential,4516 Blythe Rd,Columbus,OH,43224,199900,3,2.0,,1020,7840,1960,1,196,,Active,,,http://www.redfin.com/OH/Columbus/4516-Blythe-Rd-43224/home/75631255,CBRMLS,219027478,N,Y,40.0584663,-82.9844066
MLS Listing,,Single Family Residential,3177 Howey Rd,Columbus,OH,43224,74900,2,1.0,,708,4791,1953,2,106,,Active,,,http://www.redfin.com/OH/Columbus/3177-Howey-Rd-43224/home/79506606,CBRMLS,219027427,N,Y,40.0307582,-82.9832624
MLS Listing,,Single Family Residential,1477 Elmore Ave,Columbus,OH,43224,129900,4,2.0,,1600,7840,1940,2,81,,Active,,,http://www.redfin.com/OH/Columbus/1477-Elmore-Ave-43224/home/79581831,CBRMLS,219027414,N,Y,40.0421554,-82.9757563
MLS Listing,,Single Family Residential,1127 Pauline Ave,Columbus,OH,43224,159900,3,1.0,,925,7405,1955,2,173,,Active,July-27-2019 01:00 PM,July-27-2019 03:00 PM,http://www.redfin.com/OH/Columbus/1127-Pauline-Ave-43224/home/80143917,CBRMLS,219027355,N,Y,40.0380032,-82.9848684
MLS Listing,,Single Family Residential,3457 Homecroft Dr,Columbus,OH,43224,175000,4,1.5,,1246,5662,1952,3,140,,Active,July-28-2019 01:00 PM,July-28-2019 03:00 PM,http://www.redfin.com/OH/Columbus/3457-Homecroft-Dr-43224/home/75596273,CBRMLS,219027251,N,Y,40.0356987,-82.9915863
MLS Listing,,Single Family Residential,2865 Grasmere Ave,Columbus,OH,43224,80000,2,1.0,,782,5227,1930,6,102,,Active,,,http://www.redfin.com/OH/Columbus/2865-Grasmere-Ave-43224/home/79607574,CBRMLS,219026848,N,Y,40.0242082,-82.9829369
MLS Listing,,Single Family Residential,4429 Marland Dr,Columbus,OH,43224,219000,3,1.5,,1350,7405,1959,6,162,,Active,,,http://www.redfin.com/OH/Columbus/4429-Marland-Dr-43224/home/79632747,CBRMLS,219026840,N,Y,40.0561391,-82.9900748
MLS Listing,,Single Family Residential,2863 Oaklawn St,Columbus,OH,43224,169900,3,1.5,,1176,4791,1945,6,144,,Active,July-27-2019 01:00 PM,July-27-2019 03:00 PM,http://www.redfin.com/OH/Columbus/2863-Oaklawn-St-43224/home/79576129,CBRMLS,219026826,N,Y,40.0254581,-82.9691943
MLS Listing,,Single Family Residential,1807 Ormond Ave,Columbus,OH,43224,135000,3,1.0,,950,6098,1964,9,142,,Active,,,http://www.redfin.com/OH/Columbus/1807-Ormond-Ave-43224/home/75599624,CBRMLS,219026194,N,Y,40.0472973,-82.9678609
MLS Listing,,Single Family Residential,1293 Acton Rd,Columbus,OH,43224,90000,4,2.0,,925,10018,1956,15,97,,Active,,,http://www.redfin.com/OH/Columbus/1293-Acton-Rd-43224/home/79515863,CBRMLS,219025329,N,Y,40.0395386,-82.9802705
MLS Listing,,Single Family Residential,797 Oakland Park Ave,Columbus,OH,43224,116000,3,1.0,,1087,6534,1950,15,107,,Active,,,http://www.redfin.com/OH/Columbus/797-Oakland-Park-Ave-43224/home/75679878,CBRMLS,219025235,N,Y,40.0324907,-82.9932656
MLS Listing,,Single Family Residential,1759 Weldon Ave,Columbus,OH,43224,109900,2,1.0,,780,6534,1940,16,141,,Active,July-28-2019 01:00 PM,July-28-2019 03:00 PM,http://www.redfin.com/OH/Columbus/1759-Weldon-Ave-43224/home/79478591,CBRMLS,219025140,N,Y,40.0267592,-82.9651728
MLS Listing,,Single Family Residential,3849 Walford St,Columbus,OH,43224,170000,3,1.0,Clinton,988,10890,1958,26,172,,Active,,,http://www.redfin.com/OH/Columbus/3849-Walford-St-43224/home/75705539,CBRMLS,219023848,N,Y,40.0465406,-82.9632828
MLS Listing,,Single Family Residential,4400 Marland Dr,Columbus,OH,43224,210100,4,2.5,,2150,6969,1959,29,98,,Active,July-27-2019 03:00 PM,July-27-2019 05:00 PM,http://www.redfin.com/OH/Columbus/4400-Marland-Dr-43224/home/79621012,CBRMLS,219023317,N,Y,40.0554734,-82.989613
MLS Listing,,Single Family Residential,1720 Eddystone Ave,Columbus,OH,43224,149900,3,2.0,,1492,5227,1949,37,100,,Active,,,http://www.redfin.com/OH/Columbus/1720-Eddystone-Ave-43224/home/79506751,CBRMLS,219022130,N,Y,40.0288984,-82.9665799
MLS Listing,,Single Family Residential,1997 Radnor Ave,Columbus,OH,43224,69000,2,1.0,Clinton,1296,10890,1951,45,53,,Active,,,http://www.redfin.com/OH/Columbus/1997-Radnor-Ave-43224/home/75682296,CBRMLS,219020704,N,Y,40.0457914,-82.9621067
MLS Listing,,Single Family Residential,2521 Ferris Park Dr S,Columbus,OH,43224,85000,3,1.0,Mifflin,1254,10454,1952,46,68,,Active,,,http://www.redfin.com/OH/Columbus/2521-Ferris-Park-Dr-S-43224/home/79529858,CBRMLS,219020560,N,Y,40.0503677,-82.9488744
MLS Listing,,Single Family Residential,1513 Elmore Ave,Columbus,OH,43224,47500,3,1.0,,826,7840,1942,49,58,,Active,,,http://www.redfin.com/OH/Columbus/1513-Elmore-Ave-43224/home/75628206,CBRMLS,219020189,N,Y,40.0420942,-82.9747484
MLS Listing,,Single Family Residential,1507 Elmore Ave,Columbus,OH,43224,94900,3,1.0,,909,7840,1938,63,104,,Active,,,http://www.redfin.com/OH/Columbus/1507-Elmore-Ave-43224/home/79531269,CBRMLS,219018142,N,Y,40.0421018,-82.9748744
MLS Listing,,Single Family Residential,761 Oakland Park Ave,Columbus,OH,43224,115900,2,1.5,,877,33541,1950,78,132,,Active,,,http://www.redfin.com/OH/Columbus/761-Oakland-Park-Ave-43224/home/100738104,CBRMLS,219015525,N,Y,40.0325491,-82.9942312
