SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,163 Centervale Ave,Youngstown,OH,44512,87500,3,1.0,Youngstown,1220,8276,1955,1,72,,Active,,,http://www.redfin.com/OH/Youngstown/163-Centervale-Ave-44512/home/71872406,Yes MLS,4118780,N,Y,41.0285036,-80.6695164
MLS Listing,,Condo/Co-op,1173 Red Tail Hawk Ct #6,Youngstown,OH,44512,116000,2,2.0,Mill Creek Woods Condo,,,1993,1,,140,Active,,,http://www.redfin.com/OH/Youngstown/1173-Redtail-Hawk-Ct-44512/unit-6/home/66361092,Yes MLS,4119167,N,Y,41.0222214,-80.7030304
MLS Listing,,Single Family Residential,4212 Helena Ave,Youngstown,OH,44512,105000,3,2.5,Youngstown City,1437,16552,2019,1,73,,Active,,,http://www.redfin.com/OH/Youngstown/4212-Helena-Ave-44512/home/66252475,Yes MLS,4118946,N,Y,41.05691,-80.659483
MLS Listing,,Single Family Residential,4215 Helena Ave,Youngstown,OH,44512,100000,3,2.5,Youngstown,1437,7405,2019,1,70,,Active,,,http://www.redfin.com/OH/Youngstown/4215-Helena-Ave-44512/home/71993922,Yes MLS,4118956,N,Y,41.056855,-80.658725
MLS Listing,,Single Family Residential,4329 Helena Ave,Youngstown,OH,44512,105000,3,2.5,H S Davis Add/Pleasant Grove,1437,8276,2019,1,73,,Active,,,http://www.redfin.com/OH/Youngstown/4329-Helena-Ave-44512/home/71993930,Yes MLS,4118940,N,Y,41.055175,-80.658725
MLS Listing,,Single Family Residential,4855 Grover Dr,Youngstown,OH,44512,65000,2,1.0,Sonja Heights 1,972,10454,1953,2,67,,Active,,,http://www.redfin.com/OH/Youngstown/4855-Grover-Dr-44512/home/71865114,Yes MLS,4118417,N,Y,41.0488889,-80.6515504
MLS Listing,,Single Family Residential,464 Presidential Ct,Boardman,OH,44512,314900,3,2.5,Quail Hollow,2709,22651,1992,2,116,,Active,,,http://www.redfin.com/OH/Youngstown/464-Presidential-Ct-44512/home/71868322,Yes MLS,4118464,N,Y,41.0143048,-80.6405174
MLS Listing,,Single Family Residential,4746 Firnley Ave,Boardman,OH,44512,125000,3,2.5,Brookwood Meadows,1632,10890,1958,2,77,,Active,,,http://www.redfin.com/OH/Youngstown/4746-Firnley-Ave-44512/home/71870389,Yes MLS,4114972,N,Y,41.0496541,-80.6707732
MLS Listing,,Single Family Residential,46 Maple Dr,Youngstown,OH,44512,35000,3,2.0,Shadyside,,5662,1949,2,,,Active,,,http://www.redfin.com/OH/Youngstown/46-Maple-Dr-44512/home/66374521,Yes MLS,4118406,N,Y,41.0533611,-80.660198
MLS Listing,,Single Family Residential,587 Presidential Dr,Boardman,OH,44512,289000,3,2.5,Quail Hallow,2851,20908,1991,3,101,,Active,,,http://www.redfin.com/OH/Youngstown/587-Presidential-Dr-44512/home/71868377,Yes MLS,4117901,N,Y,41.01497,-80.641952
MLS Listing,,Single Family Residential,70 Withers Dr,Youngstown,OH,44512,130000,3,2.0,Ridgewood,1600,8276,1929,4,81,,Active,,,http://www.redfin.com/OH/Youngstown/70-Withers-Dr-44512/home/71871031,Yes MLS,4117374,N,Y,41.038345,-80.665339
MLS Listing,,Single Family Residential,5947 Stillson Pl,Youngstown,OH,44512,149000,3,2.5,Ridgewood,,6534,1948,4,,3,Active,,,http://www.redfin.com/OH/Youngstown/5947-Stillson-Pl-44512/home/66349879,Yes MLS,4116009,N,Y,41.0386233,-80.6639363
MLS Listing,,Townhouse,51 Willow Dr,Youngstown,OH,44512,179900,8,4.0,Willows,,9583,1967,4,,,Active,,,http://www.redfin.com/OH/Youngstown/51-Willow-Dr-44512/home/66584886,Yes MLS,4117378,N,Y,41.0472774,-80.6607615
MLS Listing,,Single Family Residential,6773 Colleen Dr,Boardman,OH,44512,167900,3,1.5,Lockwood Village,1470,25700,1974,5,114,,Active,July-28-2019 01:00 PM,July-28-2019 03:00 PM,http://www.redfin.com/OH/Youngstown/6773-Colleen-Dr-44512/home/71883406,Yes MLS,4117333,N,Y,41.0348636,-80.7064762
MLS Listing,,Single Family Residential,261 Mill Creek Dr,Boardman,OH,44512,74900,3,1.0,Boardman,1749,17424,1963,7,43,,Active,,,http://www.redfin.com/OH/Youngstown/261-Mill-Creek-Dr-44512/home/71870379,Yes MLS,4116899,N,Y,41.0509811,-80.6717267
MLS Listing,,Single Family Residential,184 Mathews Rd,Boardman,OH,44512,39000,3,1.0,Boardman,1335,22651,1920,8,29,,Active,,,http://www.redfin.com/OH/Youngstown/184-Mathews-Rd-44512/home/66515545,Yes MLS,4116787,N,Y,41.039416,-80.653554
MLS Listing,,Single Family Residential,142 Shorehaven Dr,Youngstown,OH,44512,139900,3,1.5,Lake Forest,3060,15681,1966,9,46,,Active,,,http://www.redfin.com/OH/Youngstown/142-Shorehaven-Dr-44512/home/71876723,Yes MLS,4116351,N,Y,41.0041762,-80.6691697
