SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,1911 Greenglen Ct,Columbus,OH,43229,239900,4,2.5,,2296,13503,1972,1,104,,Active,,,http://www.redfin.com/OH/Columbus/1911-Greenglen-Ct-43229/home/79737424,CBRMLS,219027468,N,Y,40.0996589,-82.9652569
MLS Listing,,Single Family Residential,1036 E Lincoln Ave,Columbus,OH,43229,165900,3,2.0,,1390,6969,1962,1,119,,Active,,,http://www.redfin.com/OH/Columbus/1036-E-Lincoln-Ave-43229/home/79593677,CBRMLS,219027658,N,Y,40.0755991,-82.9909145
MLS Listing,,Single Family Residential,1033 Conant Dr,Columbus,OH,43229,169900,3,1.0,,1732,6969,1961,1,98,,Active,,,http://www.redfin.com/OH/Columbus/1033-Conant-Dr-43229/home/79488038,CBRMLS,219027465,N,Y,40.0760722,-82.9908305
MLS Listing,,Single Family Residential,5024 Shadycrest Rd,Columbus,OH,43229,209900,3,2.0,,2160,9583,1967,2,97,,Active,,,http://www.redfin.com/OH/Columbus/5024-Shadycrest-Rd-43229/home/79570808,CBRMLS,219027300,N,Y,40.0699292,-82.9739715
MLS Listing,,Multi-Family (2-4 Unit),4722-4724 Dechant Rd,Columbus,OH,43229,164900,,,,2026,8276,1966,3,81,,Active,,,http://www.redfin.com/OH/Columbus/4722-Dechant-Rd-43229/home/79771143,CBRMLS,219027178,N,Y,40.0625319,-82.9874943
MLS Listing,,Single Family Residential,5287 Roche Pl,Columbus,OH,43229,169911,3,1.5,,1668,6969,1964,3,102,,Active,July-27-2019 02:00 PM,July-27-2019 04:00 PM,http://www.redfin.com/OH/Columbus/5287-Roche-Pl-43229/home/79637593,CBRMLS,219027116,N,Y,40.0743104,-82.9900328
MLS Listing,,Single Family Residential,5643 N Meadows Blvd,Columbus,OH,43229,169900,3,2.5,,1640,9147,1962,4,104,,Active,,,http://www.redfin.com/OH/Columbus/5643-N-Meadows-Blvd-43229/home/75632627,CBRMLS,219027072,N,Y,40.0813759,-82.9932026
MLS Listing,,Single Family Residential,2109 Teakwood Dr,Columbus,OH,43229,187700,3,2.0,,1372,8276,1972,4,137,,Active,,,http://www.redfin.com/OH/Columbus/2109-Teakwood-Dr-43229/home/79504581,CBRMLS,219027053,N,Y,40.0784243,-82.9613086
MLS Listing,,Single Family Residential,5422 Teakwood Ct,Columbus,OH,43229,210000,4,2.5,,2058,9147,1971,7,102,,Active,,,http://www.redfin.com/OH/Columbus/5422-Teakwood-Ct-43229/home/79597178,CBRMLS,219026765,N,Y,40.0797228,-82.9603846
MLS Listing,,Single Family Residential,5579 Rocky Pine Loop W,Columbus,OH,43229,215000,4,2.5,,1771,11325,1971,7,121,,Active,July-28-2019 02:00 PM,July-28-2019 04:00 PM,http://www.redfin.com/OH/Columbus/5579-Rocky-Pine-Loop-N-43229/home/75633605,CBRMLS,219026624,N,Y,40.081483,-82.9726276
MLS Listing,,Single Family Residential,4747 Northtowne Blvd,Columbus,OH,43229,165000,3,1.0,,1405,7840,1963,8,117,,Active,,,http://www.redfin.com/OH/Columbus/4747-Northtowne-Blvd-43229/home/79515639,CBRMLS,219026381,N,Y,40.065828,-82.9586204
MLS Listing,,Single Family Residential,1866 Faymeadow Ave,Columbus,OH,43229,205000,4,2.5,,2037,9147,1971,9,101,,Active,,,http://www.redfin.com/OH/Columbus/1866-Faymeadow-Ave-43229/home/79493431,CBRMLS,219026273,N,Y,40.0970346,-82.9666429
MLS Listing,,Single Family Residential,6282 Karl Rd,Columbus,OH,43229,167000,3,2.5,,1456,7405,1964,12,115,,Active,,,http://www.redfin.com/OH/Columbus/6282-Karl-Rd-43229/home/79480478,CBRMLS,219025794,N,Y,40.0955355,-82.9757353
MLS Listing,,Single Family Residential,5009 Shadycrest Rd,Columbus,OH,43229,219500,4,2.5,,1942,9147,1966,19,113,,Active,,,http://www.redfin.com/OH/Columbus/5009-Shadycrest-Rd-43229/home/75600739,CBRMLS,219024622,N,Y,40.0696699,-82.9746224
MLS Listing,,Condo/Co-op,1951 Rockdale Dr #31,Columbus,OH,43229,127900,2,2.5,,1330,871,1984,64,96,240,Active,,,http://www.redfin.com/OH/Columbus/1951-Rockdale-Dr-43229/unit-31/home/79494490,CBRMLS,219017927,N,Y,40.1035406,-82.9640412
MLS Listing,,Unknown,908 N Meadows Ct,Columbus,OH,43229,1950000,,,,,73180,1963,66,,,Active,,,http://www.redfin.com/OH/Columbus/908-N-Meadows-Ct-43229/home/100743649,CBRMLS,219017483,N,Y,40.085365,-82.993542
MLS Listing,,Single Family Residential,6271 Skywae Dr,Columbus,OH,43229,199900,4,2.5,,2025,7840,1977,67,99,,Active,,,http://www.redfin.com/OH/Columbus/6271-Skywae-Dr-43229/home/79554687,CBRMLS,219017309,N,Y,40.0962701,-82.9665169
MLS Listing,,Vacant Land,5913 North Meadows Blvd,Columbus,OH,43229,295000,,,Sharon,,30491,,115,,,Active,,,http://www.redfin.com/OH/Columbus/5913-N-Meadows-Blvd-43229/home/79754731,CBRMLS,219009783,N,Y,40.0874916,-82.9927669
