SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (2-4 Unit),,Dublin,OH,43017,270000,,,,2456,12196,1980,1,110,,Active,,,http://www.redfin.com/OH/Dublin/Undisclosed-address-43017/home/79763779,CBRMLS,219027798,N,Y,40.0856633,-83.1054653
MLS Listing,,Single Family Residential,8651 Gairloch Ct,Dublin,OH,43017,350000,4,3.5,Washington,3006,12196,1977,1,116,64,Active,July-27-2019 12:00 PM,July-27-2019 02:00 PM,http://www.redfin.com/OH/Dublin/8651-Gairloch-Ct-43017/home/100769083,CBRMLS,219027767,N,Y,40.1390946,-83.1482741
MLS Listing,,Condo/Co-op,307 Clover Ln,Dublin,OH,43017,244900,2,2.0,Washington,1564,1306,1980,1,157,,Active,July-27-2019 01:00 PM,July-27-2019 03:00 PM,http://www.redfin.com/OH/Dublin/307-Clover-Ln-43017/home/79580044,CBRMLS,219027602,N,Y,40.0962387,-83.1194791
MLS Listing,,Condo/Co-op,118 Carrowmoor Ct #38,Dublin,OH,43017,175000,2,1.5,Washington,1336,871,1983,1,131,277,Active,July-28-2019 01:00 PM,July-28-2019 03:00 PM,http://www.redfin.com/OH/Dublin/118-Carrowmoor-Ct-43017/unit-38/home/79711451,CBRMLS,219027556,N,Y,40.0956535,-83.1214162
MLS Listing,,Single Family Residential,83 S High St,Dublin,OH,43017,749900,3,2.0,Washington,2419,6534,1835,1,310,,Active,,,http://www.redfin.com/OH/Dublin/83-S-High-St-43017/home/100768963,CBRMLS,219027538,N,Y,40.0978318,-83.1136895
MLS Listing,,Single Family Residential,4662 Bridle Path Ln,Dublin,OH,43017,434900,4,2.5,Washington,3380,10018,1989,1,129,4,Active,July-28-2019 02:00 AM,July-28-2019 04:00 PM,http://www.redfin.com/OH/Dublin/4662-Bridle-Path-Ln-43017/home/79589129,CBRMLS,219027518,N,Y,40.0803968,-83.1153238
MLS Listing,,Single Family Residential,9550 Alder Glen Ct,Dublin,OH,43017,719900,4,3.5,Jerome,4087,12196,2014,1,176,67,Active,,,http://www.redfin.com/OH/Dublin/9550-Alder-Glen-Ct-43017/home/70303687,CBRMLS,219027464,N,Y,40.1564486,-83.1768539
MLS Listing,,Single Family Residential,7202 Donnybrook Dr,Dublin,OH,43017,360000,4,2.5,Washington,2313,10890,1987,2,156,,Active,,,http://www.redfin.com/OH/Dublin/7202-Donnybrook-Dr-43017/home/75690470,CBRMLS,219027438,N,Y,40.1154169,-83.139813
MLS Listing,,Single Family Residential,3236 Needham Dr,Dublin,OH,43017,299900,4,2.5,,2310,10890,1982,2,130,,Active,July-26-2019 05:00 PM,July-26-2019 07:00 PM,http://www.redfin.com/OH/Dublin/3236-Needham-Dr-43017/home/75616351,CBRMLS,219027266,N,Y,40.0816434,-83.1034635
MLS Listing,,Single Family Residential,7132 Brodie Blvd,Dublin,OH,43017,559777,4,4.0,Concord,3170,13939,2004,3,177,50,Active,July-28-2019 01:00 PM,July-28-2019 04:00 PM,http://www.redfin.com/OH/Dublin/7132-Brodie-Blvd-43017/home/70298044,CBRMLS,219027241,N,Y,40.1604322,-83.1506406
MLS Listing,,Single Family Residential,5482 Aryshire Dr,Dublin,OH,43017,440000,3,2.5,Concord,2902,13068,1982,3,152,54,Active,,,http://www.redfin.com/OH/Dublin/5482-Aryshire-Dr-43017/home/70289422,CBRMLS,219027238,N,Y,40.1509855,-83.1389961
MLS Listing,,Single Family Residential,2943 Stillmeadow Dr,Dublin,OH,43017,214900,3,1.0,,1328,7405,1982,3,162,,Active,July-28-2019 01:00 PM,July-28-2019 03:00 PM,http://www.redfin.com/OH/Dublin/2943-Stillmeadow-Dr-43017/home/79717916,CBRMLS,219027217,N,Y,40.0800628,-83.0956672
MLS Listing,,Single Family Residential,3021 Cranston Dr,Dublin,OH,43017,184900,3,2.0,,1639,1306,1977,3,113,,Active,July-28-2019 01:00 PM,July-28-2019 03:00 PM,http://www.redfin.com/OH/Dublin/3021-Cranston-Dr-43017/home/79521907,CBRMLS,219027152,N,Y,40.0859458,-83.0976161
MLS Listing,,Single Family Residential,5370 Wine Tavern Ln,Dublin,OH,43017,369000,3,2.5,Washington,2441,10018,1986,3,151,,Active,,,http://www.redfin.com/OH/Dublin/5370-Winetavern-Ln-43017/home/75722638,CBRMLS,219027144,N,Y,40.1153476,-83.135959
MLS Listing,,Condo/Co-op,6047 Craughwell Ln,Dublin,OH,43017,130000,2,2.0,Washington,1104,1306,1998,3,118,364,Active,,,http://www.redfin.com/OH/Dublin/6047-Craughwell-Ln-43017/home/100713247,CBRMLS,219027139,N,Y,40.102983,-83.154466
MLS Listing,,Single Family Residential,3115 Larbrook Ct,Dublin,OH,43017,239900,3,2.0,,1736,10454,1986,4,138,,Active,,,http://www.redfin.com/OH/Dublin/3115-Larbrook-Ct-43017/home/79543389,CBRMLS,219027052,N,Y,40.0735951,-83.1001523
MLS Listing,,Condo/Co-op,8716 Dunsinane Dr,Dublin,OH,43017,597000,4,5.0,Concord,2942,130244,1980,5,203,293,Active,,,http://www.redfin.com/OH/Dublin/8716-Dunsinane-Dr-43017/home/70289917,CBRMLS,219026932,N,Y,40.1473549,-83.1359423
MLS Listing,,Single Family Residential,6356 Bannister Dr,Dublin,OH,43017,209900,4,2.0,,1464,4791,1984,7,143,,Active,,,http://www.redfin.com/OH/Dublin/6356-Bannister-Dr-43017/home/75617051,CBRMLS,219026742,N,Y,40.0840599,-83.0945354
MLS Listing,,Condo/Co-op,5745 Newbank Cir #106,Dublin,OH,43017,375000,2,2.0,,1879,2178,2003,7,200,577,Active,,,http://www.redfin.com/OH/Dublin/5745-Newbank-Cir-43017/unit-106/home/75652192,CBRMLS,219026722,N,Y,40.0722768,-83.1059825
MLS Listing,,Single Family Residential,6567 Strathcona Ave,Dublin,OH,43017,259900,4,2.5,,1756,8712,1976,7,148,,Active,,,http://www.redfin.com/OH/Dublin/6567-Strathcona-Ave-43017/home/100776357,CBRMLS,219026634,N,Y,40.0888729,-83.1010744
MLS Listing,,Condo/Co-op,4400 Zachary Ct,Dublin,OH,43017,280000,2,2.5,Washington,2661,6969,1992,9,105,189,Active,,,http://www.redfin.com/OH/Dublin/4400-Zachary-Ct-43017/home/79490028,CBRMLS,219026291,N,Y,40.095196,-83.1069398
MLS Listing,,Condo/Co-op,10826 Dunraven Ln,Dublin,OH,43017,499665,3,3.0,Concord,2468,,2019,9,202,199,Active,,,http://www.redfin.com/OH/Dublin/10826-Dunraven-Ln-43017/home/160484293,CBRMLS,219026245,N,Y,40.149318,-83.166631
