SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,1047 Baywood Dr,Fairborn,OH,45324,254990,4,3.0,Fairborn,,8712,2019,1,,27,Active,,,http://www.redfin.com/OH/Fairborn/1047-Baywood-Dr-45324/home/160444466,Dayton MLS,796981,N,Y,39.8229118,-83.9964047
MLS Listing,,Single Family Residential,114 W Doris Dr,Fairborn,OH,45324,98900,3,1.0,Maple Heights,1008,6581,1957,1,98,,Active,,,http://www.redfin.com/OH/Fairborn/114-W-Doris-Dr-45324/home/76280161,Dayton MLS,796862,N,Y,39.8069931,-84.0244049
MLS Listing,,Single Family Residential,2390 Murphy Dr,Fairborn,OH,45324,218000,5,3.0,Faircreek Rdg Sec 02,1940,21113,2003,2,112,,Active,,,http://www.redfin.com/OH/Fairborn/2390-Murphy-Dr-45324/home/76271028,Dayton MLS,796659,N,Y,39.7773448,-84.0376003
MLS Listing,,Single Family Residential,33 Regina Dr,Fairborn,OH,45324,48300,3,1.0,Delray,816,5998,1954,3,59,,Active,,,http://www.redfin.com/OH/Fairborn/33-Regina-Dr-45324/home/76255558,Dayton MLS,796682,N,Y,39.8059157,-84.0120535
MLS Listing,,Condo/Co-op,304 Chadwick Pl,Fairborn,OH,45324,54900,2,2.0,Layne Sec 02a,1152,1825,1973,4,48,63,Active,,,http://www.redfin.com/OH/Fairborn/304-Chadwick-Pl-45324/home/76281173,Dayton MLS,796549,N,Y,39.786301,-84.016546
MLS Listing,,Condo/Co-op,1310 Rona Village Blvd,Fairborn,OH,45324,93900,2,2.0,Rona Village Fairborn Ph 01 Sec 04,1360,1611,1971,4,69,169,Active,,,http://www.redfin.com/OH/Fairborn/1310-Rona-Village-Blvd-45324/home/76279837,Dayton MLS,796584,N,Y,39.834138,-83.972595
MLS Listing,,Single Family Residential,116 Regatta Park Dr,Fairborn,OH,45324,225900,3,2.0,Fairborn,,,2019,5,,27,Active,,,http://www.redfin.com/OH/Fairborn/116-Regatta-Park-Dr-45324/home/167084712,Dayton MLS,796525,N,Y,39.823135,-83.9974266
MLS Listing,,Condo/Co-op,1215 Georgetown Ct,Fairborn,OH,45324,55000,2,2.0,Rona Village Fairborn Sec 02,1152,1411,1971,7,48,169,Active,,,http://www.redfin.com/OH/Fairborn/1215-Georgetown-Ct-45324/home/76279843,Dayton MLS,796452,N,Y,39.834265,-83.974436
MLS Listing,,Single Family Residential,311 N Elm Ave,Fairborn,OH,45324,118200,3,3.0,Victory Park,1169,7810,1945,7,101,,Active,July-28-2019 02:00 PM,July-28-2019 04:00 PM,http://www.redfin.com/OH/Fairborn/311-N-Elm-Ave-45324/home/76278472,Dayton MLS,796426,N,Y,39.8248518,-84.0152918
MLS Listing,,Single Family Residential,2295 Murphy Dr,Fairborn,OH,45324,214900,4,3.0,Faircreek Rdg,1624,9962,2002,10,132,11,Active,July-28-2019 02:00 PM,July-28-2019 04:00 PM,http://www.redfin.com/OH/Fairborn/2295-Murphy-Dr-45324/home/76271122,Dayton MLS,794417,N,Y,39.7802213,-84.0377861
MLS Listing,,Single Family Residential,225 Sandhill Rd,Bath,OH,45324,199900,3,1.0,Bath,,285318,1957,10,,,Active,,,http://www.redfin.com/OH/Fairborn/225-Sandhill-Rd-45324/home/76250460,Dayton MLS,796069,N,Y,39.841446,-84.018395
MLS Listing,,Single Family Residential,1504 Blake Ct,Fairborn,OH,45324,244900,4,3.0,Reserves/cornerstone,2592,12763,2004,11,94,12,Active,,,http://www.redfin.com/OH/Fairborn/1504-Blake-Ct-45324/home/76271178,Dayton MLS,795944,N,Y,39.7777219,-83.98546
MLS Listing,,Single Family Residential,2477 Dutch Mill Dr,Fairborn,OH,45324,234900,3,2.0,Autumn Creek,1744,14975,1994,11,135,11,Active,,,http://www.redfin.com/OH/Fairborn/2477-Dutch-Mill-Dr-45324/home/76284874,Dayton MLS,793870,N,Y,39.7737023,-84.0100704
MLS Listing,,Single Family Residential,1364 Lamplighter Ln,Fairborn,OH,45324,229900,4,3.0,Sentinel Ridge,2216,8637,1996,11,104,2,Active,,,http://www.redfin.com/OH/FAIRBORN/1364-LAMPLIGHTER-LN-45324/home/76266796,Dayton MLS,795950,N,Y,39.774591,-83.990737
MLS Listing,,Single Family Residential,1840 Stewart Blvd,Fairborn,OH,45324,48900,2,1.0,Wright View Heights,710,3123,1950,12,69,,Active,,,http://www.redfin.com/OH/Fairborn/1840-Stewart-Blvd-45324/home/76266324,Dayton MLS,795932,N,Y,39.7928811,-84.0377607
MLS Listing,,Single Family Residential,1837 Ironwood Dr,Fairborn,OH,45324,145000,3,2.0,Maple Heights,1565,17005,1960,14,93,,Active,,,http://www.redfin.com/OH/Fairborn/1837-Ironwood-Dr-45324/home/76280988,Dayton MLS,795819,N,Y,39.7923961,-84.0289482
MLS Listing,,Condo/Co-op,567 Kyle Ln,Fairborn,OH,45324,165000,3,3.0,Valle Greene West Sec 04c Ph 03,2632,1772,1987,15,63,165,Active,,,http://www.redfin.com/OH/Fairborn/567-Kyle-Ln-45324/home/76283188,Dayton MLS,795784,N,Y,39.781984,-84.011363
MLS Listing,,Single Family Residential,1028 Baywood Dr,Fairborn,OH,45324,222165,3,3.0,Waterford Landing,,,2019,15,,27,Active,,,http://www.redfin.com/OH/Fairborn/1028-Baywood-Dr-45324/home/160444478,Dayton MLS,795739,N,Y,39.8223957,-83.9970661
MLS Listing,,Single Family Residential,2406 Dutch Mill Dr,Fairborn,OH,45324,260000,5,4.0,Autumn Creek,2722,17694,1994,16,96,8,Active,,,http://www.redfin.com/OH/Fairborn/2406-Dutch-Mill-Dr-45324/home/76283696,Dayton MLS,795616,N,Y,39.7754385,-84.0087483
MLS Listing,,Single Family Residential,1245 Northcliff Ct,Fairborn,OH,45324,216900,3,3.0,Hidden Hills Sub,2170,11525,1987,18,100,,Active,,,http://www.redfin.com/OH/Fairborn/1245-Northcliff-Ct-45324/home/76280273,Dayton MLS,795428,N,Y,39.8347515,-83.9885417
MLS Listing,,Single Family Residential,2794 Prospect Dr,Fairborn,OH,45324,150000,3,2.0,Shady Grove,1200,12000,1961,18,125,,Active,,,http://www.redfin.com/OH/Fairborn/2794-Prospect-Ave-45324/home/76265506,Dayton MLS,795447,N,Y,39.7816149,-84.032913
MLS Listing,,Single Family Residential,57 W Goodman Dr,Fairborn,OH,45324,96500,3,2.0,Maple Heights,1065,11669,1959,21,91,,Active,,,http://www.redfin.com/OH/Fairborn/57-W-Goodman-Dr-45324/home/76280999,Dayton MLS,795318,N,Y,39.794444,-84.0266766
MLS Listing,,Single Family Residential,,Fairborn,OH,45324,249900,3,2.0,,2074,14270,1991,21,120,23,Active,,,http://www.redfin.com/OH/Fairborn/Undisclosed-address-45324/home/76285327,Dayton MLS,795236,N,Y,39.770286,-84.0114751
MLS Listing,,Single Family Residential,1033 Victoria Ave,Fairborn,OH,45324,64888,3,1.0,Osborn View,768,6250,1953,21,84,,Active,July-28-2019 02:00 PM,July-28-2019 04:00 PM,http://www.redfin.com/OH/Fairborn/1033-Victoria-Ave-45324/home/76276883,Dayton MLS,795200,N,Y,39.8097308,-84.0238679
