SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,1179 Cambridge Way,Pickerington,OH,43147,129900,2,2.5,Violet,1720,871,1989,1,76,200,Active,,,http://www.redfin.com/OH/Pickerington/1179-Cambridge-Way-43147/home/70613311,CBRMLS,219027752,N,Y,39.9134395,-82.7774893
MLS Listing,,Single Family Residential,949 Mcmunn St,Pickerington,OH,43147,295000,4,3.5,Violet,2209,10454,2004,1,134,12,Active,July-28-2019 12:00 PM,July-28-2019 02:00 PM,http://www.redfin.com/OH/Pickerington/949-McMunn-St-43147/home/70582970,CBRMLS,219027704,N,Y,39.9020141,-82.7853336
MLS Listing,,Single Family Residential,592 Ceresia Ct,Pickerington,OH,43147,269900,4,3.0,Violet,3143,13068,1994,1,86,,Active,,,http://www.redfin.com/OH/Pickerington/592-Ceresia-Ct-43147/home/70613853,CBRMLS,219027701,N,Y,39.8965103,-82.7713923
MLS Listing,,Single Family Residential,8696 Woodlands Ct,Pickerington,OH,43147,249900,4,2.5,Violet,2200,30491,1969,1,114,,Active,,,http://www.redfin.com/OH/Pickerington/8696-Woodlands-Ct-43147/home/70607174,CBRMLS,219027698,N,Y,39.9294357,-82.7492319
MLS Listing,,Single Family Residential,11960 Huntington Way,Pickerington,OH,43147,224900,3,2.5,Violet,1739,14810,1978,1,129,4,Active,,,http://www.redfin.com/OH/Pickerington/11960-Huntington-Way-NW-43147/home/70608047,CBRMLS,219027692,N,Y,39.9059024,-82.7140806
MLS Listing,,Single Family Residential,12349 Ebright Ln NW,Pickerington,OH,43147,384900,3,2.5,Violet,2488,9147,2017,1,155,32,Active,July-28-2019 01:00 PM,July-28-2019 03:00 PM,http://www.redfin.com/OH/Pickerington/12349-Ebright-Ln-43147/home/144841607,CBRMLS,219027562,N,Y,39.9103147,-82.7410982
MLS Listing,,Single Family Residential,9088 Appaloosa Dr,Pickerington,OH,43147,299900,4,3.5,Violet,3576,10454,2001,1,84,7,Active,,,http://www.redfin.com/OH/Pickerington/9088-Appaloosa-Dr-43147/home/70611188,CBRMLS,219027535,N,Y,39.9184644,-82.7577009
MLS Listing,,Single Family Residential,387 Grinnell St,Pickerington,OH,43147,272000,3,2.5,Violet,2432,7405,2003,1,112,28,Active,,,http://www.redfin.com/OH/Pickerington/387-Grinnell-St-43147/home/70582182,CBRMLS,219027471,N,Y,39.8712753,-82.7682119
MLS Listing,,Single Family Residential,592 Courtland Ln,Pickerington,OH,43147,239500,4,2.5,Violet,2900,8276,1991,2,83,,Active,,,http://www.redfin.com/OH/Pickerington/592-Courtland-Ln-43147/home/70613612,CBRMLS,219027431,N,Y,39.8964056,-82.7690755
MLS Listing,,Condo/Co-op,1339 Brookview Cir,Pickerington,OH,43147,145900,2,2.5,Violet,1720,871,1989,2,85,200,Active,,,http://www.redfin.com/OH/Pickerington/1339-Brookview-Cir-43147/home/70613507,CBRMLS,219027367,N,Y,39.9122425,-82.7759098
MLS Listing,,Single Family Residential,414 Hilltop Dr,Pickerington,OH,43147,159900,3,1.5,Violet,1372,9583,1975,2,117,,Active,,,http://www.redfin.com/OH/Pickerington/414-Hilltop-Dr-43147/home/70612721,CBRMLS,219027315,N,Y,39.8749226,-82.7421736
MLS Listing,,Condo/Co-op,Lot 1006 Autumn Ridge Cir,Pickerington,OH,43147,167140,2,2.5,Sycamore Park,1450,,2019,3,115,162,Active,,,http://www.redfin.com/OH/Pickerington/1006-Autumn-Ridge-Cir-43147/home/167883011,Yes MLS,4118159,N,Y,39.8595216,-82.7646489
MLS Listing,,Condo/Co-op,Lot 1005 Autumn Ridge Cir,Pickerington,OH,43147,159615,2,2.5,Sycamore Park,1498,,2019,3,107,162,Active,,,http://www.redfin.com/OH/Pickerington/Lot-1005-Autumn-Ridge-Cir-43147/home/167882917,Yes MLS,4118154,N,Y,39.8601194,-82.7635418
MLS Listing,,Condo/Co-op,Lot 1004 Autumn Ridge Cir,Pickerington,OH,43147,172410,2,2.5,Sycamore Park,1540,,2019,3,112,162,Active,,,http://www.redfin.com/OH/Pickerington/1004-Autumn-Ridge-Cir-43147/home/167882869,Yes MLS,4118145,N,Y,39.8595216,-82.7646489
MLS Listing,,Condo/Co-op,Lot 1003 Autumn Ridge Cir,Pickerington,OH,43147,181270,2,2.5,Sycamore Park,1540,,2019,3,118,162,Active,,,http://www.redfin.com/OH/Pickerington/Lot-1003-Autumn-Ridge-Cir-43147/home/167882587,Yes MLS,4118134,N,Y,39.8601194,-82.7635418
MLS Listing,,Condo/Co-op,Lot 1002 Autumn Ridge Cir,Pickerington,OH,43147,178060,2,2.5,Sycamore Park,1498,,2019,3,119,162,Active,,,http://www.redfin.com/OH/Pickerington/1002-Autumn-Ridge-Cir-43147/home/167882413,Yes MLS,4118131,N,Y,39.8595216,-82.7646489
MLS Listing,,Condo/Co-op,432 Autumn Ridge Cir,Pickerington,OH,43147,159615,2,2.5,Violet,1498,,2019,3,107,162,Active,,,http://www.redfin.com/OH/Pickerington/432-Autumn-Ridge-Cir-43147/home/167882273,CBRMLS,219027188,N,Y,39.8596454,-82.7636353
MLS Listing,,Condo/Co-op,436 Autumn Ridge Cir,Pickerington,OH,43147,167140,2,2.5,Violet,1450,,2019,3,115,162,Active,,,http://www.redfin.com/OH/Pickerington/436-Autumn-Ridge-Cir-43147/home/167882269,CBRMLS,219027189,N,Y,39.8596454,-82.7636353
MLS Listing,,Condo/Co-op,Lot 1001 Autumn Ridge Cir,Pickerington,OH,43147,176060,2,2.5,Sycamore Park,1450,,2019,3,121,162,Active,,,http://www.redfin.com/OH/Pickerington/Lot-1001-Autumn-Ridge-Cir-43147/home/167882233,Yes MLS,4118123,N,Y,39.8601194,-82.7635418
MLS Listing,,Condo/Co-op,428 Autumn Ridge Cir,Pickerington,OH,43147,172410,2,2.5,Violet,1540,,2019,3,112,162,Active,,,http://www.redfin.com/OH/Pickerington/428-Autumn-Ridge-Cir-43147/home/167882203,CBRMLS,219027187,N,Y,39.8596454,-82.7636353
MLS Listing,,Condo/Co-op,424 Autumn Ridge Cir,Pickerington,OH,43147,181270,2,2.5,Violet,1540,,2019,3,118,162,Active,,,http://www.redfin.com/OH/Pickerington/424-Autumn-Ridge-Cir-43147/home/167882202,CBRMLS,219027186,N,Y,39.8596454,-82.7636353
MLS Listing,,Condo/Co-op,420 Autumn Ridge Cir,Pickerington,OH,43147,178060,2,2.5,Violet,1498,,2019,3,119,162,Active,,,http://www.redfin.com/OH/Pickerington/420-Autumn-Ridge-Cir-43147/home/167882201,CBRMLS,219027185,N,Y,39.8596454,-82.7636353
